season,team_code,team_name,team_link,team_img
2005,BAM,GHP Bamberg,https://www.euroleague.net/competition/teams/showteam?clubcode=BAM&seasoncode=E2005,https://www.euroleague.net/rs/73kxg36ysqxnp7o5/5fae8dff-b186-4e7f-a158-c16e8e479736/88f/filename/5fa.jpg
2005,LIE,Lietuvos Rytas,https://www.euroleague.net/competition/teams/showteam?clubcode=LIE&seasoncode=E2005,https://www.euroleague.net/rs/a35cgyhq39vdju75/5fae8dff-b186-4e7f-a158-c16e8e479736/d8c/filename/5fa.png
2005,TEL,Maccabi Elite,https://www.euroleague.net/competition/teams/showteam?clubcode=TEL&seasoncode=E2005,https://www.euroleague.net/rs/a35apnp9acakcpfc/5fae8dff-b186-4e7f-a158-c16e8e479736/658/filename/5fa.png
2005,SIE,Montepaschi Siena,https://www.euroleague.net/competition/teams/showteam?clubcode=SIE&seasoncode=E2005,https://www.euroleague.net/rs/14529/5fae8dff-b186-4e7f-a158-c16e8e479736/60d/filename/5fa.png
2005,OLY,Olympiacos,https://www.euroleague.net/competition/teams/showteam?clubcode=OLY&seasoncode=E2005,https://www.euroleague.net/rs/a35arljanoudh995/5fae8dff-b186-4e7f-a158-c16e8e479736/c8c/filename/5fa.png
2005,PAN,Panathinaikos,https://www.euroleague.net/competition/teams/showteam?clubcode=PAN&seasoncode=E2005,https://www.euroleague.net/rs/a35atgy4e3u3txqh/5fae8dff-b186-4e7f-a158-c16e8e479736/c20/filename/5fa.png
2005,PAR,Partizan,https://www.euroleague.net/competition/teams/showteam?clubcode=PAR&seasoncode=E2005,https://www.euroleague.net/rs/a35cbqti3cm45opg/5fae8dff-b186-4e7f-a158-c16e8e479736/a2c/filename/5fa.png
2005,PAU,Pau-Orthez,https://www.euroleague.net/competition/teams/showteam?clubcode=PAU&seasoncode=E2005,https://www.euroleague.net/rs/562/5fae8dff-b186-4e7f-a158-c16e8e479736/918/filename/5fa.jpg
2005,SOP,Prokom Trefl Sopot,https://www.euroleague.net/competition/teams/showteam?clubcode=SOP&seasoncode=E2005,https://www.euroleague.net/rs/a35bi4yocnc9jg9d/5fae8dff-b186-4e7f-a158-c16e8e479736/cf4/filename/5fa.png
2005,MAD,Real Madrid,https://www.euroleague.net/competition/teams/showteam?clubcode=MAD&seasoncode=E2005,https://www.euroleague.net/rs/a35av98vefmmr3gt/5fae8dff-b186-4e7f-a158-c16e8e479736/154/filename/5fa.png
2005,STR,Strasbourg,https://www.euroleague.net/competition/teams/showteam?clubcode=STR&seasoncode=E2005,https://www.euroleague.net/rs/679wlvtbkwuff777/5fae8dff-b186-4e7f-a158-c16e8e479736/c34/filename/5fa.png
2005,BAS,Tau Ceramica,https://www.euroleague.net/competition/teams/showteam?clubcode=BAS&seasoncode=E2005,https://www.euroleague.net/rs/a35alqtlytg7rvt7/5fae8dff-b186-4e7f-a158-c16e8e479736/cf3/filename/5fa.png
2005,ULK,Ulker,https://www.euroleague.net/competition/teams/showteam?clubcode=ULK&seasoncode=E2005,https://www.euroleague.net/rs/a35ahld7vsu3xrgt/5fae8dff-b186-4e7f-a158-c16e8e479736/f9e/filename/5fa.png
2005,MAL,Unicaja,https://www.euroleague.net/competition/teams/showteam?clubcode=MAL&seasoncode=E2005,https://www.euroleague.net/rs/a35cod7jmruy8e8y/5fae8dff-b186-4e7f-a158-c16e8e479736/737/filename/5fa.png
2005,LJU,Union Olimpija,https://www.euroleague.net/competition/teams/showteam?clubcode=LJU&seasoncode=E2005,https://www.euroleague.net/rs/a35blsmch9dkl358/5fae8dff-b186-4e7f-a158-c16e8e479736/367/filename/5fa.png
2005,BAR,Winterthur FC Barcelona,https://www.euroleague.net/competition/teams/showteam?clubcode=BAR&seasoncode=E2005,https://www.euroleague.net/rs/a35abupuatwppttd/5fae8dff-b186-4e7f-a158-c16e8e479736/4a4/filename/5fa.png
2005,ZAL,Zalgiris,https://www.euroleague.net/competition/teams/showteam?clubcode=ZAL&seasoncode=E2005,https://www.euroleague.net/rs/a35b39s6ef7fo9pa/5fae8dff-b186-4e7f-a158-c16e8e479736/a77/filename/5fa.png
2006,ARI,Aris TT Bank,https://www.euroleague.net/competition/teams/showteam?clubcode=ARI&seasoncode=E2006,https://www.euroleague.net/rs/66nr4pnpsefh3tyi/5fae8dff-b186-4e7f-a158-c16e8e479736/ab6/filename/5fa.png
2006,TRE,Benetton Basket,https://www.euroleague.net/competition/teams/showteam?clubcode=TRE&seasoncode=E2006,https://www.euroleague.net/rs/7041/5fae8dff-b186-4e7f-a158-c16e8e479736/2fb/filename/5fa.jpg
2006,CIB,Cibona,https://www.euroleague.net/competition/teams/showteam?clubcode=CIB&seasoncode=E2006,https://www.euroleague.net/rs/14543/5fae8dff-b186-4e7f-a158-c16e8e479736/528/filename/5fa.png
2006,FOR,Climamio Bologna,https://www.euroleague.net/competition/teams/showteam?clubcode=FOR&seasoncode=E2006,https://www.euroleague.net/rs/14470/5fae8dff-b186-4e7f-a158-c16e8e479736/433/filename/5fa.png
2006,CSK,CSKA Moscow,https://www.euroleague.net/competition/teams/showteam?clubcode=CSK&seasoncode=E2006,https://www.euroleague.net/rs/a359ywvf43as6tee/5fae8dff-b186-4e7f-a158-c16e8e479736/777/filename/5fa.png
2006,JOV,DKV Joventut,https://www.euroleague.net/competition/teams/showteam?clubcode=JOV&seasoncode=E2006,https://www.euroleague.net/rs/a35bwyy5gt3xq4d7/5fae8dff-b186-4e7f-a158-c16e8e479736/2cb/filename/5fa.png
2006,DYN,Dynamo Moscow,https://www.euroleague.net/competition/teams/showteam?clubcode=DYN&seasoncode=E2006,https://www.euroleague.net/rs/14462/5fae8dff-b186-4e7f-a158-c16e8e479736/28d/filename/5fa.png
2006,IST,Efes Pilsen,https://www.euroleague.net/competition/teams/showteam?clubcode=IST&seasoncode=E2006,https://www.euroleague.net/rs/a35a6anofpgn5wca/5fae8dff-b186-4e7f-a158-c16e8e479736/7d6/filename/5fa.png
2006,NAP,Eldo Napoli,https://www.euroleague.net/competition/teams/showteam?clubcode=NAP&seasoncode=E2006,https://www.euroleague.net/rs/555/5fae8dff-b186-4e7f-a158-c16e8e479736/559/filename/5fa.jpg
2006,ULK,Fenerbahce Ulker,https://www.euroleague.net/competition/teams/showteam?clubcode=ULK&seasoncode=E2006,https://www.euroleague.net/rs/a35ahld7vsu3xrgt/5fae8dff-b186-4e7f-a158-c16e8e479736/f9e/filename/5fa.png
2006,LEM,Le Mans,https://www.euroleague.net/competition/teams/showteam?clubcode=LEM&seasoncode=E2006,https://www.euroleague.net/rs/66o5596r6vti9krc/5fae8dff-b186-4e7f-a158-c16e8e479736/36e/filename/5fa.png
2006,ROM,Lottomatica Roma,https://www.euroleague.net/competition/teams/showteam?clubcode=ROM&seasoncode=E2006,https://www.euroleague.net/rs/14541/5fae8dff-b186-4e7f-a158-c16e8e479736/8c8/filename/5fa.png
2006,TEL,Maccabi Elite,https://www.euroleague.net/competition/teams/showteam?clubcode=TEL&seasoncode=E2006,https://www.euroleague.net/rs/a35apnp9acakcpfc/5fae8dff-b186-4e7f-a158-c16e8e479736/658/filename/5fa.png
2006,OLY,Olympiacos,https://www.euroleague.net/competition/teams/showteam?clubcode=OLY&seasoncode=E2006,https://www.euroleague.net/rs/a35arljanoudh995/5fae8dff-b186-4e7f-a158-c16e8e479736/c8c/filename/5fa.png
2006,PAN,Panathinaikos,https://www.euroleague.net/competition/teams/showteam?clubcode=PAN&seasoncode=E2006,https://www.euroleague.net/rs/a35atgy4e3u3txqh/5fae8dff-b186-4e7f-a158-c16e8e479736/c20/filename/5fa.png
2006,PAR,Partizan,https://www.euroleague.net/competition/teams/showteam?clubcode=PAR&seasoncode=E2006,https://www.euroleague.net/rs/a35cbqti3cm45opg/5fae8dff-b186-4e7f-a158-c16e8e479736/a2c/filename/5fa.png
2006,PAU,Pau-Orthez,https://www.euroleague.net/competition/teams/showteam?clubcode=PAU&seasoncode=E2006,https://www.euroleague.net/rs/562/5fae8dff-b186-4e7f-a158-c16e8e479736/918/filename/5fa.jpg
2006,SOP,Prokom Trefl Sopot,https://www.euroleague.net/competition/teams/showteam?clubcode=SOP&seasoncode=E2006,https://www.euroleague.net/rs/a35bi4yocnc9jg9d/5fae8dff-b186-4e7f-a158-c16e8e479736/cf4/filename/5fa.png
2006,COL,RheinEnergie,https://www.euroleague.net/competition/teams/showteam?clubcode=COL&seasoncode=E2006,https://www.euroleague.net/rs/7607/5fae8dff-b186-4e7f-a158-c16e8e479736/725/filename/5fa.jpg
2006,BAS,Tau Ceramica,https://www.euroleague.net/competition/teams/showteam?clubcode=BAS&seasoncode=E2006,https://www.euroleague.net/rs/a35alqtlytg7rvt7/5fae8dff-b186-4e7f-a158-c16e8e479736/cf3/filename/5fa.png
2006,MAL,Unicaja,https://www.euroleague.net/competition/teams/showteam?clubcode=MAL&seasoncode=E2006,https://www.euroleague.net/rs/a35cod7jmruy8e8y/5fae8dff-b186-4e7f-a158-c16e8e479736/737/filename/5fa.png
2006,LJU,Union Olimpija,https://www.euroleague.net/competition/teams/showteam?clubcode=LJU&seasoncode=E2006,https://www.euroleague.net/rs/a35blsmch9dkl358/5fae8dff-b186-4e7f-a158-c16e8e479736/367/filename/5fa.png
2006,BAR,Winterthur FC Barcelona,https://www.euroleague.net/competition/teams/showteam?clubcode=BAR&seasoncode=E2006,https://www.euroleague.net/rs/a35abupuatwppttd/5fae8dff-b186-4e7f-a158-c16e8e479736/4a4/filename/5fa.png
2006,ZAL,Zalgiris,https://www.euroleague.net/competition/teams/showteam?clubcode=ZAL&seasoncode=E2006,https://www.euroleague.net/rs/a35b39s6ef7fo9pa/5fae8dff-b186-4e7f-a158-c16e8e479736/a77/filename/5fa.png
2007,MIL,AJ Milano,https://www.euroleague.net/competition/teams/showteam?clubcode=MIL&seasoncode=E2007,https://www.euroleague.net/rs/a35a8ng9dir9gnbb/5fae8dff-b186-4e7f-a158-c16e8e479736/287/filename/5fa.png
2007,ARI,Aris TT Bank,https://www.euroleague.net/competition/teams/showteam?clubcode=ARI&seasoncode=E2007,https://www.euroleague.net/rs/66nr4pnpsefh3tyi/5fae8dff-b186-4e7f-a158-c16e8e479736/ab6/filename/5fa.png
2007,BAR,AXA FC Barcelona,https://www.euroleague.net/competition/teams/showteam?clubcode=BAR&seasoncode=E2007,https://www.euroleague.net/rs/a35abupuatwppttd/5fae8dff-b186-4e7f-a158-c16e8e479736/4a4/filename/5fa.png
2007,BAM,Brose Baskets,https://www.euroleague.net/competition/teams/showteam?clubcode=BAM&seasoncode=E2007,https://www.euroleague.net/rs/73kxg36ysqxnp7o5/5fae8dff-b186-4e7f-a158-c16e8e479736/88f/filename/5fa.jpg
2007,ROA,Chorale Roanne,https://www.euroleague.net/competition/teams/showteam?clubcode=ROA&seasoncode=E2007,https://www.euroleague.net/rs/14447/5fae8dff-b186-4e7f-a158-c16e8e479736/aaa/filename/5fa.png
2007,CIB,Cibona,https://www.euroleague.net/competition/teams/showteam?clubcode=CIB&seasoncode=E2007,https://www.euroleague.net/rs/14543/5fae8dff-b186-4e7f-a158-c16e8e479736/528/filename/5fa.png
2007,CSK,CSKA Moscow,https://www.euroleague.net/competition/teams/showteam?clubcode=CSK&seasoncode=E2007,https://www.euroleague.net/rs/a359ywvf43as6tee/5fae8dff-b186-4e7f-a158-c16e8e479736/777/filename/5fa.png
2007,IST,Efes Pilsen,https://www.euroleague.net/competition/teams/showteam?clubcode=IST&seasoncode=E2007,https://www.euroleague.net/rs/a35a6anofpgn5wca/5fae8dff-b186-4e7f-a158-c16e8e479736/7d6/filename/5fa.png
2007,ULK,Fenerbahce Ulker,https://www.euroleague.net/competition/teams/showteam?clubcode=ULK&seasoncode=E2007,https://www.euroleague.net/rs/a35ahld7vsu3xrgt/5fae8dff-b186-4e7f-a158-c16e8e479736/f9e/filename/5fa.png
2007,LEM,Le Mans,https://www.euroleague.net/competition/teams/showteam?clubcode=LEM&seasoncode=E2007,https://www.euroleague.net/rs/66o5596r6vti9krc/5fae8dff-b186-4e7f-a158-c16e8e479736/36e/filename/5fa.png
2007,LIE,Lietuvos Rytas,https://www.euroleague.net/competition/teams/showteam?clubcode=LIE&seasoncode=E2007,https://www.euroleague.net/rs/a35cgyhq39vdju75/5fae8dff-b186-4e7f-a158-c16e8e479736/d8c/filename/5fa.png
2007,ROM,Lottomatica Roma,https://www.euroleague.net/competition/teams/showteam?clubcode=ROM&seasoncode=E2007,https://www.euroleague.net/rs/14541/5fae8dff-b186-4e7f-a158-c16e8e479736/8c8/filename/5fa.png
2007,TEL,Maccabi Elite,https://www.euroleague.net/competition/teams/showteam?clubcode=TEL&seasoncode=E2007,https://www.euroleague.net/rs/a35apnp9acakcpfc/5fae8dff-b186-4e7f-a158-c16e8e479736/658/filename/5fa.png
2007,SIE,Montepaschi Siena,https://www.euroleague.net/competition/teams/showteam?clubcode=SIE&seasoncode=E2007,https://www.euroleague.net/rs/14529/5fae8dff-b186-4e7f-a158-c16e8e479736/60d/filename/5fa.png
2007,OLY,Olympiacos,https://www.euroleague.net/competition/teams/showteam?clubcode=OLY&seasoncode=E2007,https://www.euroleague.net/rs/a35arljanoudh995/5fae8dff-b186-4e7f-a158-c16e8e479736/c8c/filename/5fa.png
2007,PAN,Panathinaikos,https://www.euroleague.net/competition/teams/showteam?clubcode=PAN&seasoncode=E2007,https://www.euroleague.net/rs/a35atgy4e3u3txqh/5fae8dff-b186-4e7f-a158-c16e8e479736/c20/filename/5fa.png
2007,PAR,Partizan Igokea,https://www.euroleague.net/competition/teams/showteam?clubcode=PAR&seasoncode=E2007,https://www.euroleague.net/rs/a35cbqti3cm45opg/5fae8dff-b186-4e7f-a158-c16e8e479736/a2c/filename/5fa.png
2007,SOP,Prokom Trefl Sopot,https://www.euroleague.net/competition/teams/showteam?clubcode=SOP&seasoncode=E2007,https://www.euroleague.net/rs/a35bi4yocnc9jg9d/5fae8dff-b186-4e7f-a158-c16e8e479736/cf4/filename/5fa.png
2007,MAD,Real Madrid,https://www.euroleague.net/competition/teams/showteam?clubcode=MAD&seasoncode=E2007,https://www.euroleague.net/rs/a35av98vefmmr3gt/5fae8dff-b186-4e7f-a158-c16e8e479736/154/filename/5fa.png
2007,BAS,Tau Ceramica,https://www.euroleague.net/competition/teams/showteam?clubcode=BAS&seasoncode=E2007,https://www.euroleague.net/rs/a35alqtlytg7rvt7/5fae8dff-b186-4e7f-a158-c16e8e479736/cf3/filename/5fa.png
2007,MAL,Unicaja,https://www.euroleague.net/competition/teams/showteam?clubcode=MAL&seasoncode=E2007,https://www.euroleague.net/rs/a35cod7jmruy8e8y/5fae8dff-b186-4e7f-a158-c16e8e479736/737/filename/5fa.png
2007,LJU,Union Olimpija,https://www.euroleague.net/competition/teams/showteam?clubcode=LJU&seasoncode=E2007,https://www.euroleague.net/rs/a35blsmch9dkl358/5fae8dff-b186-4e7f-a158-c16e8e479736/367/filename/5fa.png
2007,VIR,Virtus VidiVici,https://www.euroleague.net/competition/teams/showteam?clubcode=VIR&seasoncode=E2007,https://www.euroleague.net/rs/a35ciuuul3co6xdc/5fae8dff-b186-4e7f-a158-c16e8e479736/818/filename/5fa.png
2007,ZAL,Zalgiris,https://www.euroleague.net/competition/teams/showteam?clubcode=ZAL&seasoncode=E2007,https://www.euroleague.net/rs/a35b39s6ef7fo9pa/5fae8dff-b186-4e7f-a158-c16e8e479736/a77/filename/5fa.png
2008,AVE,Air Avellino,https://www.euroleague.net/competition/teams/showteam?clubcode=AVE&seasoncode=E2008,https://www.euroleague.net/rs/14567/5fae8dff-b186-4e7f-a158-c16e8e479736/8ac/filename/5fa.png
2008,MIL,AJ Milano,https://www.euroleague.net/competition/teams/showteam?clubcode=MIL&seasoncode=E2008,https://www.euroleague.net/rs/a35a8ng9dir9gnbb/5fae8dff-b186-4e7f-a158-c16e8e479736/287/filename/5fa.png
2008,BER,Alba Berlin,https://www.euroleague.net/competition/teams/showteam?clubcode=BER&seasoncode=E2008,https://www.euroleague.net/rs/a35fqimelipvlgk3/5fae8dff-b186-4e7f-a158-c16e8e479736/147/filename/5fa.png
2008,SOP,Asseco Prokom,https://www.euroleague.net/competition/teams/showteam?clubcode=SOP&seasoncode=E2008,https://www.euroleague.net/rs/a35bi4yocnc9jg9d/5fae8dff-b186-4e7f-a158-c16e8e479736/cf4/filename/5fa.png
2008,CIB,Cibona,https://www.euroleague.net/competition/teams/showteam?clubcode=CIB&seasoncode=E2008,https://www.euroleague.net/rs/14543/5fae8dff-b186-4e7f-a158-c16e8e479736/528/filename/5fa.png
2008,CSK,CSKA Moscow,https://www.euroleague.net/competition/teams/showteam?clubcode=CSK&seasoncode=E2008,https://www.euroleague.net/rs/a359ywvf43as6tee/5fae8dff-b186-4e7f-a158-c16e8e479736/777/filename/5fa.png
2008,JOV,DKV Joventut,https://www.euroleague.net/competition/teams/showteam?clubcode=JOV&seasoncode=E2008,https://www.euroleague.net/rs/a35bwyy5gt3xq4d7/5fae8dff-b186-4e7f-a158-c16e8e479736/2cb/filename/5fa.png
2008,IST,Efes Pilsen,https://www.euroleague.net/competition/teams/showteam?clubcode=IST&seasoncode=E2008,https://www.euroleague.net/rs/a35a6anofpgn5wca/5fae8dff-b186-4e7f-a158-c16e8e479736/7d6/filename/5fa.png
2008,ULK,Fenerbahce Ulker,https://www.euroleague.net/competition/teams/showteam?clubcode=ULK&seasoncode=E2008,https://www.euroleague.net/rs/a35ahld7vsu3xrgt/5fae8dff-b186-4e7f-a158-c16e8e479736/f9e/filename/5fa.png
2008,LEM,Le Mans,https://www.euroleague.net/competition/teams/showteam?clubcode=LEM&seasoncode=E2008,https://www.euroleague.net/rs/66o5596r6vti9krc/5fae8dff-b186-4e7f-a158-c16e8e479736/36e/filename/5fa.png
2008,ROM,Lottomatica Roma,https://www.euroleague.net/competition/teams/showteam?clubcode=ROM&seasoncode=E2008,https://www.euroleague.net/rs/14541/5fae8dff-b186-4e7f-a158-c16e8e479736/8c8/filename/5fa.png
2008,TEL,Maccabi Electra,https://www.euroleague.net/competition/teams/showteam?clubcode=TEL&seasoncode=E2008,https://www.euroleague.net/rs/a35apnp9acakcpfc/5fae8dff-b186-4e7f-a158-c16e8e479736/658/filename/5fa.png
2008,SIE,Montepaschi Siena,https://www.euroleague.net/competition/teams/showteam?clubcode=SIE&seasoncode=E2008,https://www.euroleague.net/rs/14529/5fae8dff-b186-4e7f-a158-c16e8e479736/60d/filename/5fa.png
2008,OLY,Olympiacos,https://www.euroleague.net/competition/teams/showteam?clubcode=OLY&seasoncode=E2008,https://www.euroleague.net/rs/a35arljanoudh995/5fae8dff-b186-4e7f-a158-c16e8e479736/c8c/filename/5fa.png
2008,PAN,Panathinaikos,https://www.euroleague.net/competition/teams/showteam?clubcode=PAN&seasoncode=E2008,https://www.euroleague.net/rs/a35atgy4e3u3txqh/5fae8dff-b186-4e7f-a158-c16e8e479736/c20/filename/5fa.png
2008,NIO,Panionios On Telecoms,https://www.euroleague.net/competition/teams/showteam?clubcode=NIO&seasoncode=E2008,https://www.euroleague.net/rs/39687/5fae8dff-b186-4e7f-a158-c16e8e479736/8d2/filename/5fa.png
2008,PAR,Partizan,https://www.euroleague.net/competition/teams/showteam?clubcode=PAR&seasoncode=E2008,https://www.euroleague.net/rs/a35cbqti3cm45opg/5fae8dff-b186-4e7f-a158-c16e8e479736/a2c/filename/5fa.png
2008,MAD,Real Madrid,https://www.euroleague.net/competition/teams/showteam?clubcode=MAD&seasoncode=E2008,https://www.euroleague.net/rs/a35av98vefmmr3gt/5fae8dff-b186-4e7f-a158-c16e8e479736/154/filename/5fa.png
2008,BAR,Regal FC Barcelona,https://www.euroleague.net/competition/teams/showteam?clubcode=BAR&seasoncode=E2008,https://www.euroleague.net/rs/a35abupuatwppttd/5fae8dff-b186-4e7f-a158-c16e8e479736/4a4/filename/5fa.png
2008,NAN,SLUC Nancy,https://www.euroleague.net/competition/teams/showteam?clubcode=NAN&seasoncode=E2008,https://www.euroleague.net/rs/67hrusk6539bjbl3/5fae8dff-b186-4e7f-a158-c16e8e479736/902/filename/5fa.png
2008,BAS,Tau Ceramica,https://www.euroleague.net/competition/teams/showteam?clubcode=BAS&seasoncode=E2008,https://www.euroleague.net/rs/a35alqtlytg7rvt7/5fae8dff-b186-4e7f-a158-c16e8e479736/cf3/filename/5fa.png
2008,MAL,Unicaja,https://www.euroleague.net/competition/teams/showteam?clubcode=MAL&seasoncode=E2008,https://www.euroleague.net/rs/a35cod7jmruy8e8y/5fae8dff-b186-4e7f-a158-c16e8e479736/737/filename/5fa.png
2008,LJU,Union Olimpija,https://www.euroleague.net/competition/teams/showteam?clubcode=LJU&seasoncode=E2008,https://www.euroleague.net/rs/a35blsmch9dkl358/5fae8dff-b186-4e7f-a158-c16e8e479736/367/filename/5fa.png
2008,ZAL,Zalgiris,https://www.euroleague.net/competition/teams/showteam?clubcode=ZAL&seasoncode=E2008,https://www.euroleague.net/rs/a35b39s6ef7fo9pa/5fae8dff-b186-4e7f-a158-c16e8e479736/a77/filename/5fa.png
2009,MIL,Armani Jeans Milano,https://www.euroleague.net/competition/teams/showteam?clubcode=MIL&seasoncode=E2009,https://www.euroleague.net/rs/a35a8ng9dir9gnbb/5fae8dff-b186-4e7f-a158-c16e8e479736/287/filename/5fa.png
2009,SOP,Asseco Prokom,https://www.euroleague.net/competition/teams/showteam?clubcode=SOP&seasoncode=E2009,https://www.euroleague.net/rs/a35bi4yocnc9jg9d/5fae8dff-b186-4e7f-a158-c16e8e479736/cf4/filename/5fa.png
2009,ASV,Asvel Basket,https://www.euroleague.net/competition/teams/showteam?clubcode=ASV&seasoncode=E2009,https://www.euroleague.net/rs/a35anmkqepkgw7pu/5fae8dff-b186-4e7f-a158-c16e8e479736/00c/filename/5fa.png
2009,BAS,Caja Laboral,https://www.euroleague.net/competition/teams/showteam?clubcode=BAS&seasoncode=E2009,https://www.euroleague.net/rs/a35alqtlytg7rvt7/5fae8dff-b186-4e7f-a158-c16e8e479736/cf3/filename/5fa.png
2009,CIB,Cibona,https://www.euroleague.net/competition/teams/showteam?clubcode=CIB&seasoncode=E2009,https://www.euroleague.net/rs/14543/5fae8dff-b186-4e7f-a158-c16e8e479736/528/filename/5fa.png
2009,CSK,CSKA Moscow,https://www.euroleague.net/competition/teams/showteam?clubcode=CSK&seasoncode=E2009,https://www.euroleague.net/rs/a359ywvf43as6tee/5fae8dff-b186-4e7f-a158-c16e8e479736/777/filename/5fa.png
2009,IST,Efes Pilsen,https://www.euroleague.net/competition/teams/showteam?clubcode=IST&seasoncode=E2009,https://www.euroleague.net/rs/a35a6anofpgn5wca/5fae8dff-b186-4e7f-a158-c16e8e479736/7d6/filename/5fa.png
2009,ORL,Entente Orleanaise,https://www.euroleague.net/competition/teams/showteam?clubcode=ORL&seasoncode=E2009,https://www.euroleague.net/rs/21029/5fae8dff-b186-4e7f-a158-c16e8e479736/d4b/filename/5fa.png
2009,OLD,EWE Baskets,https://www.euroleague.net/competition/teams/showteam?clubcode=OLD&seasoncode=E2009,https://www.euroleague.net/rs/a35brwfwjikv4dxr/5fae8dff-b186-4e7f-a158-c16e8e479736/280/filename/5fa.png
2009,ULK,Fenerbahce Ulker,https://www.euroleague.net/competition/teams/showteam?clubcode=ULK&seasoncode=E2009,https://www.euroleague.net/rs/a35ahld7vsu3xrgt/5fae8dff-b186-4e7f-a158-c16e8e479736/f9e/filename/5fa.png
2009,KHI,Khimki,https://www.euroleague.net/competition/teams/showteam?clubcode=KHI&seasoncode=E2009,https://www.euroleague.net/rs/a35ajhr9ujs437nd/5fae8dff-b186-4e7f-a158-c16e8e479736/b5e/filename/5fa.png
2009,LIE,Lietuvos Rytas,https://www.euroleague.net/competition/teams/showteam?clubcode=LIE&seasoncode=E2009,https://www.euroleague.net/rs/a35cgyhq39vdju75/5fae8dff-b186-4e7f-a158-c16e8e479736/d8c/filename/5fa.png
2009,ROM,Lottomatica Roma,https://www.euroleague.net/competition/teams/showteam?clubcode=ROM&seasoncode=E2009,https://www.euroleague.net/rs/14541/5fae8dff-b186-4e7f-a158-c16e8e479736/8c8/filename/5fa.png
2009,TEL,Maccabi Electra,https://www.euroleague.net/competition/teams/showteam?clubcode=TEL&seasoncode=E2009,https://www.euroleague.net/rs/a35apnp9acakcpfc/5fae8dff-b186-4e7f-a158-c16e8e479736/658/filename/5fa.png
2009,MAR,Maroussi,https://www.euroleague.net/competition/teams/showteam?clubcode=MAR&seasoncode=E2009,https://www.euroleague.net/rs/27872/5fae8dff-b186-4e7f-a158-c16e8e479736/306/filename/5fa.png
2009,SIE,Montepaschi Siena,https://www.euroleague.net/competition/teams/showteam?clubcode=SIE&seasoncode=E2009,https://www.euroleague.net/rs/14529/5fae8dff-b186-4e7f-a158-c16e8e479736/60d/filename/5fa.png
2009,OLY,Olympiacos,https://www.euroleague.net/competition/teams/showteam?clubcode=OLY&seasoncode=E2009,https://www.euroleague.net/rs/a35arljanoudh995/5fae8dff-b186-4e7f-a158-c16e8e479736/c8c/filename/5fa.png
2009,PAN,Panathinaikos,https://www.euroleague.net/competition/teams/showteam?clubcode=PAN&seasoncode=E2009,https://www.euroleague.net/rs/a35atgy4e3u3txqh/5fae8dff-b186-4e7f-a158-c16e8e479736/c20/filename/5fa.png
2009,PAR,Partizan,https://www.euroleague.net/competition/teams/showteam?clubcode=PAR&seasoncode=E2009,https://www.euroleague.net/rs/a35cbqti3cm45opg/5fae8dff-b186-4e7f-a158-c16e8e479736/a2c/filename/5fa.png
2009,MAD,Real Madrid,https://www.euroleague.net/competition/teams/showteam?clubcode=MAD&seasoncode=E2009,https://www.euroleague.net/rs/a35av98vefmmr3gt/5fae8dff-b186-4e7f-a158-c16e8e479736/154/filename/5fa.png
2009,BAR,Regal FC Barcelona,https://www.euroleague.net/competition/teams/showteam?clubcode=BAR&seasoncode=E2009,https://www.euroleague.net/rs/a35abupuatwppttd/5fae8dff-b186-4e7f-a158-c16e8e479736/4a4/filename/5fa.png
